id,str_quote,bln_inactive,,
245,"I did not like my past, I am okay with the present, but I am going to make a difference in my future.",0,,
246,"I continue to be surprised and pleased at how art captivates. I have a really difficult group to work with, so I love how immersed the children get in their projects and how peaceful and calm the room becomes.",0,,
247,One six-year-old-boy surprised himself by thoroughly enjoying himself though he professed to hate art.,0,,
248,This is like being a little kid and playing. I havenít done this kind of thing for years. I forgot how much fun it is.,0,,
249,I bonded with my son and we created beautiful art together. Me and my son were able to talk about something pleasant.,0,,
250,El arte me ayudo a sentir y ver mi futuro lleno de luz y lo bello de la naturaleza y asi quiero que sea mi hogar y la vida con mis hijos.î,,,
\,,,,
,,,,
\,,,,
"ìThe art helped me feel and see my future, full of light and the beauty of nature, that is how I want my house and my life with my children.",0,,,
251,"Tan solo pensar que ibamos a hacer algo interesante el dia de hoy me emociono y me lleno de energia.  Cuando lo termine de hacer me senti, util un poco desahogada, y pude expresar mas facilmente mis sentimientos. Me senti importante. Gracias",,,
\,,,,
,,,,
\,,,,
"Just to think that we would be doing something interesting today made me excited and full of energy.  When I finished with my project I felt like I could do anything, and less stressed I was able to express easily my feelings.  I felt important. Thanks.",0,,,
252,This project allowed me to look at my whole life at once.  I feel that it helped me put the past behind and move forward with the future.,0,,
253,Gluing this together is almost as hard as gluing your life together.,0,,
254,I especially like this one because it helped the children look ahead and yet at the same time see what was behind them.  I saw them be able to see goals for themselves.  Imagine!,0,,
255,"My heart is like this tunnel book.  Thereís all kinds of stuff in it, but the bad stuff will get smaller.",0,,
256,"One new member, who is going through a very tough time drew herself as a tear drop...",0,,
257,"I really like this workshop, and working together with other women who have many problems like me.  At this workshop we were all helping and encouraging each other with a sense of so much hope for the future.",0,,
258,I do like it very much.  Because it makes me feel like an artist and I can express myself.,0,,
259,I make me happy! ó Two-year-old boy.,0,,
260,I feel better about my situation.  This was a positive reinforcement to things I already knew but somewhere along the line forgot. Thank you for reminding me.,0,,
261,It made me think and feel how extremely special I am.  Sometimes you forget.  This helped me remember who and what makes me special.,0,,
262,I framed my picture from last time and looked at it a lot to get inspiration. So the positive effect lasted.,0,,
263,"At the beginning I thought ëHow could cutting and gluing my thoughts on paper be helpful?í  However, by the end of the session, I was in tearsóhealing tears.  I could see how my abuser beat the sun rays out of my life.  Just as the sun rays break through on a stormy day, I too will break through my storm and shine again. Thank you!",0,,
264,This class is awesome - it enables me to feel hopeful and confident.,,,
\,,,,
I am healing.,0,,,
265,Windows brings peace in my heart.,0,,
266,I love to come here because I am learning who I really am and starting to love myself.,0,,
267,I wish for love.,0,,
268,Truth is a treasure box and honesty is the key.,0,,
269,It relieved a lot of pain and sadness.  I love this class.,0,,
270,The workshop helped me to remember the tools to relax and meditate as well as bring up the things that helped me through my bad times in childhood.  It helped me to remember good comfort times in my childhood that I could escape with.,0,,
271,The art fills the room with peace: it acts as a drug-free stress reliever!,0,,
272,I felt very rewarding seeing how much fun the kids had with this and being able to tell that they were proud of their work.,0,,
274,I was able to forget my present feelings of overwhelming despair.  I was able to focus on future accomplishments.  After the rain there is always a blue sky and sunshine in the future.,0,,
275,"I realized I was finished with the past.  I didn't want to waste time with it, so it was so exciting to focus on the future!",0,,
276,It helped me a lot to start to take the first steps toward all that I want to change in my life.,0,,
277,"They enjoyed the class, and everyone seemed grateful and said it was nice to have a class like this and be able to express themselves in different ways.",0,,
278,"This was a visual aid reminding me that today I am not a victim,  and that, with God, DV tools, and people to talk to, I can walk through anything.",0,,
279,"One of the women expressed that tears came down her cheeks during the meditation, but she understood them as happy tears.  Another woman got very emotional while reading her harmony piece and than showing us her footprint collage.  She said it made it very real about where she came from and where she wants to go.",0,,
